      t = 0.010000
      m = 0.078524
         n            rho            x_0            x_1            v_0            v_1            a_0            a_1
       296       1000.406      0.4638081      0.7165401   0.0002268356    -0.09771911      0.0217174      -9.819408
       297       1000.539      0.4608586      0.7067556    2.13396e-05    -0.09744561    0.002022954       -9.79444
       298       1000.539      0.4596288       0.697297  -2.130823e-05    -0.09777339   -0.002022954       -9.82556
       299       999.8888      0.4620578      0.6872988   3.540633e-06     -0.0976167   0.0003506106      -9.810715
       300       999.8889      0.4663769      0.6785265  -3.530123e-06    -0.09760239  -0.0003451169      -9.809295
       301       1000.054      0.4730678       0.670001  -6.155782e-05    -0.09756907   -0.006838191      -9.805794
       302       1001.641      0.4809758      0.6642587   -0.000784067    -0.09733288    -0.06923973      -9.785699
       303        1001.55      0.4897568      0.6609645   0.0008449588    -0.09792702      0.0761721      -9.838681
       304       999.8503         0.4997      0.6691096  -1.324268e-06     -0.0975988  -0.0001316539      -9.808798
       305       1000.398      0.5106601      0.6718185  -9.122514e-05    -0.09766253   -0.008728278      -9.815074
       306       1000.398      0.5189341      0.6766284   9.126033e-05    -0.09755645    0.008728278      -9.804926
       307       1000.014      0.5255308      0.6843095   1.479543e-06    -0.09761039   0.0001501457       -9.81009
       308       999.8042      0.5297442      0.6945001              0     -0.0976095              0          -9.81
       309       999.8042      0.5298442      0.7045689  -1.026588e-08     -0.0976095              0          -9.81
       310       1001.384       0.525684      0.7145114   0.0006319907    -0.09724937     0.05724053      -9.777382
       311       1001.168      0.5197314      0.7226839  -0.0003995324    -0.09896309    -0.02607203      -9.931642
       312       1000.007      0.5097606      0.7276503   8.461478e-07    -0.09760971   8.336542e-05      -9.810021
       313       1000.007        0.50035      0.7300095  -8.520093e-07    -0.09760929  -8.336542e-05      -9.809979
       314       999.8189      0.4894394      0.7276002  -2.396707e-06    -0.09761759  -0.0004978738      -9.810844
       315       999.8125      0.4808164      0.7227408   2.460519e-06    -0.09760815   0.0002457779      -9.809868
       316       1000.153      0.4737193      0.7144096   8.551853e-06    -0.09758252    0.000829143      -9.807384
       317       1000.153      0.4708057      0.7052188  -8.539407e-06    -0.09763644   -0.000829143      -9.812616
       318       999.9457      0.4705558      0.6938001    1.90419e-07    -0.09761004   1.636818e-05      -9.810053
       319       1000.043      0.4741692      0.6847595  -1.762257e-06    -0.09760989  -0.0001778055      -9.810036
       320       999.9635      0.4803664      0.6764282  -1.287087e-07    -0.09760837  -9.418169e-05      -9.809826
       321       999.8054      0.4899394      0.6710187   7.386007e-07    -0.09760962   7.398868e-05      -9.810009
       322       999.8072         0.5004      0.6797595   1.450781e-06    -0.09760916   0.0001443976      -9.809962
       323       999.8072           0.51       0.682289   -1.43954e-06    -0.09760988  -0.0001443976      -9.810038
       324       1000.014      0.5172205      0.6893095  -1.535071e-06    -0.09760858  -0.0001501457       -9.80991
       325       999.8042        0.52045      0.6995095              0     -0.0976095              0          -9.81
       326       1001.384      0.5175172      0.7098576  -0.0006320007    -0.09796964    -0.05724053      -9.842618
       327       999.8042         0.5096        0.71693  -9.426518e-10     -0.0976095              0          -9.81
       328       999.8042        0.49975      0.7198595   8.784226e-10    -0.09760947              0          -9.81
       329       999.8042        0.49005        0.71668  -3.593263e-09    -0.09760949              0          -9.81
       330       999.8146      0.4824295      0.7090595   -4.60395e-07    -0.09761186  -4.446034e-05      -9.810235
       331       999.9193         0.4805      0.6993595    1.92899e-06    -0.09761047   0.0001915697      -9.810092
       332       1000.004      0.4825295      0.6898095   1.071143e-06    -0.09760542   0.0001054811      -9.809599
       333       999.8042         0.4898       0.682689   -1.96351e-08    -0.09760948              0          -9.81
       334       1001.326        0.50025      0.6899054  -1.975154e-06    -0.09841211  -0.0003836814      -9.883917
       335       999.8574      0.5097108      0.6967193   4.294541e-05    -0.09761571    0.004107665      -9.810053
       336       1000.074      0.5056283      0.7073503   8.181886e-05    -0.09747574    0.007941515      -9.795904
       337        999.955      0.4946219      0.7072501  -5.616329e-05    -0.09752347   -0.005565322      -9.800835
       338       999.8067      0.4899894      0.6964193  -9.366064e-07    -0.09760934  -9.335789e-05      -9.809984
       339       1001.801      0.5002497      0.6993126  -6.741964e-05    -0.09701928   -0.006100176      -9.759291
