      t = 0.000000
      m = 0.078524
         n            rho            x_0            x_1            v_0            v_1            a_0            a_1
        72       1000.274      0.5809872      0.6614505              0              0    0.001582222      -9.811551
        73       999.8065      0.5847995      0.6704749              0              0  -3.189683e-05       -9.80988
        74       999.8042      0.5873435      0.6801231              0              0              0          -9.81
        75       1000.025      0.5890841      0.6895732              0              0  -0.0001671507      -9.811197
        76       999.8042         0.5899         0.6999              0              0  -9.099132e-08      -9.810002
        77       1000.246      0.5891841      0.7095768              0              0  -4.855963e-05       -9.80943
        78       999.8042      0.5875435      0.7200769              0              0  -6.350346e-07      -9.809998
        79       999.8056      0.5847995      0.7298251              0              0  -3.451455e-05      -9.809914
        80       999.8098      0.5810372      0.7388995              0              0    3.46311e-05      -9.810003
        81       1000.126      0.5761052      0.7474329              0              0   0.0005911936       -9.81002
        82       1000.099      0.5699148      0.7562641              0              0   -0.000355053      -9.809668
        83       999.8379      0.5636896      0.7640896              0              0  -0.0005491479      -9.809545
        84       999.8042      0.5560141      0.7702648              0              0              0          -9.81
        85       999.8042      0.5478829      0.7763552              0              0              0          -9.81
        86       1000.077      0.5394495      0.7809372              0              0   0.0008450087      -9.810474
        87       999.9546      0.5299751      0.7845995              0              0  -0.0001606262      -9.809938
        88       1000.139      0.5197269      0.7882435              0              0    0.001261957      -9.812604
        89         1000.1      0.5104268      0.7891341              0              0   -0.001544813      -9.808562
        90       1000.728         0.5001         0.7905              0              0   0.0001055603      -9.820028
        91       1000.464      0.4896732      0.7899341              0              0  -3.376083e-05      -9.814293
        92       999.8052      0.4798231      0.7877435              0              0   1.812128e-05      -9.809995
        93        1000.29      0.4707749      0.7849995              0              0    -0.00110357      -9.810329
        94       999.8644      0.4614005      0.7807872              0              0  -0.0004111378      -9.810193
        95       1000.356      0.4516671      0.7759552              0              0    0.001706605      -9.808774
        96       999.8042      0.4439859      0.7703148              0              0              0          -9.81
        97       999.8042      0.4362104      0.7636896              0              0              0          -9.81
        98       1000.467      0.4291852      0.7564141              0              0    0.003499189      -9.812031
        99       999.8042      0.4237948      0.7478829              0              0              0          -9.81
       100       1001.177      0.4185128      0.7395495              0              0      0.0202407      -9.822447
       101       1000.656      0.4145505      0.7301251              0              0    0.008436212      -9.815358
       102       999.8057      0.4119565      0.7202769              0              0  -3.910685e-05      -9.810109
       103       999.8188      0.4100659      0.7098768              0              0  -2.582185e-06      -9.810387
       104       999.8401         0.4102        0.70025              0              0   2.636101e-05      -9.809292
       105       999.8374      0.4106159      0.6896732              0              0   0.0001079967      -9.810639
       106       999.8342      0.4125065      0.6802731              0              0  -0.0001192692      -9.809407
       107        1000.64      0.4147005      0.6707749              0              0    0.002124634      -9.817996
       108       1000.684      0.4186128      0.6604505              0              0     0.00660503      -9.804549
       109       999.9641      0.4237448      0.6517171              0              0   0.0009624344       -9.81022
       110       999.8191      0.4293852      0.6438859              0              0  -0.0003778547       -9.81018
       111       999.8361      0.4362604      0.6366104              0              0  -0.0004454364      -9.809511
       112       999.8496      0.4443359      0.6297852              0              0  -0.0004299686      -9.809669
       113       1000.374      0.4517671      0.6241948              0              0     0.00246958      -9.811705
       114       999.8332      0.4607505      0.6190628              0              0   0.0003260868      -9.810179
       115       999.8057      0.4700249      0.6148505              0              0   -8.25927e-05      -9.809963
       116       999.8046      0.4800231      0.6120065              0              0   -2.55938e-07      -9.810017
       117        999.971      0.4895732      0.6107159              0              0   -0.001284662      -9.810012
       118       1000.682         0.5004        0.61955              0              0   -0.007900336      -9.793564
       119       1000.502      0.5105267      0.6206808              0              0   -0.007357021      -9.811439
       120        999.983      0.5202452      0.6225133              0              0   0.0008708125      -9.809706
       121        999.867         0.5297      0.6256679              0              0   0.0008465018      -9.809595
       122       999.8228      0.5381903      0.6301955              0              0    -0.00036738      -9.810192
       123       999.8171      0.5469228      0.6351286              0              0  -0.0003193369      -9.810199
       124       1000.337      0.5550638      0.6420325              0              0   -0.005237193      -9.815553
       125       1000.257      0.5615411      0.6494561              0              0    0.006113778      -9.815272
       126       999.8626      0.5673462      0.6573339              0              0   -0.000320269      -9.809731
       127       1000.037      0.5724362      0.6655377              0              0   -0.001181926      -9.810027
       128        999.816      0.5757845      0.6755286              0              0   0.0001062217       -9.80964
       129       999.8042       0.579033      0.6849095              0              0              0          -9.81
       130       1000.077      0.5795921      0.6946268              0              0   -0.000100871      -9.810961
       131       999.8818      0.5800921      0.7053232              0              0   5.096805e-05      -9.810326
       132       1000.213       0.578433      0.7153905              0              0   0.0002976093      -9.811175
       133       999.9001      0.5760345      0.7244214              0              0  -0.0001508789       -9.80957
       134       1000.243      0.5728862      0.7338623              0              0  -0.0006437241      -9.809178
       135       999.9484      0.5677462      0.7430661              0              0   -0.000342342      -9.810195
       136       999.8807      0.5619411      0.7508939              0              0   0.0003312043      -9.810453
       137       1000.651      0.5543638      0.7586675              0              0    0.007766195      -9.816405
       138       999.9206      0.5466728      0.7647214              0              0    0.001781578      -9.811179
       139       1000.546      0.5381403      0.7704545              0              0     0.00596502      -9.812696
       140        999.861         0.5292      0.7743821              0              0  -0.0008328886      -9.809835
       141       999.8356      0.5200952      0.7774367              0              0   0.0005479959      -9.810179
       142       1000.213      0.5095767      0.7790692              0              0   0.0002052663       -9.81002
       143       999.8064         0.5001        0.77975              0              0    -6.2831e-06          -9.81
       144       1000.295      0.4904233      0.7793692              0              0    -0.00123206      -9.810081
       145       999.8105      0.4801548      0.7770867              0              0   7.459556e-05      -9.810165
       146       999.8738         0.4706      0.7741321              0              0   0.0004732786      -9.810931
       147       1000.646      0.4618597      0.7705045              0              0   -0.008326733      -9.813715
       148       1000.685      0.4525272      0.7644214              0              0    0.007978258      -9.803321
       149       999.8906      0.4448362      0.7587675              0              0  -0.0009925542      -9.809429
       150       999.8428      0.4383589      0.7512939              0              0   0.0004269038      -9.809599
       151       999.8746      0.4325538      0.7425161              0              0   0.0006726565      -9.808849
       152       1000.534      0.4271638      0.7342623              0              0     0.02351264      -9.823642
       153       1000.606      0.4243655      0.7243214              0              0    -0.02024911       -9.80168
       154       1000.721       0.420967      0.7144905              0              0    0.001172857      -9.796277
       155       1000.019      0.4206079      0.7048232              0              0    0.001091618      -9.810537
       156       999.8042      0.4200579      0.6949768              0              0              0          -9.81
       157       999.8072       0.421717      0.6849595              0              0   1.978562e-05      -9.810087
       158       999.9672      0.4241655      0.6750286              0              0   0.0004666897       -9.81123
       159       999.8042      0.4277138      0.6659877              0              0              0          -9.81
       160       1000.172      0.4326038      0.6567339              0              0   -0.001192758      -9.808348
       161       1000.033      0.4385089      0.6486561              0              0   0.0008139142      -9.810844
       162       999.8053      0.4450362      0.6416325              0              0  -2.237261e-05      -9.809975
       163        999.863      0.4525272      0.6351286              0              0  -0.0007136429      -9.809359
       164       999.8272      0.4615097      0.6295455              0              0  -9.403336e-05      -9.809959
       165       1000.239         0.4703      0.6261179              0              0   0.0006849125      -9.810293
       166       999.9182      0.4804548      0.6227633              0              0   -0.001919216       -9.80957
       167       1000.517      0.4895733      0.6210308              0              0    0.005535517      -9.812794
       168       1000.483         0.4999        0.63045              0              0  -0.0001906363      -9.828206
       169       999.8238      0.5105921       0.630596              0              0    0.000499407      -9.809868
       170       999.8042      0.5200669       0.633318              0              0              0          -9.81
       171       999.8487       0.529362      0.6364186              0              0  -0.0007795795      -9.810293
       172       999.8042      0.5388237      0.6414202              0              0              0          -9.81
       173       999.9132      0.5468623      0.6483659              0              0   -0.001647913      -9.811627
       174       1000.615      0.5543053      0.6557229              0              0   -0.006076971      -9.818389
       175       999.9921      0.5602015      0.6634842              0              0   0.0006964155      -9.810602
       176       999.8042      0.5646742      0.6725727              0              0              0          -9.81
       177       999.9028      0.5680739      0.6826947              0              0   0.0001852816      -9.808813
       178       999.8042      0.5693801       0.692244              0              0              0          -9.81
       179       999.8064      0.5695533      0.7028065              0              0  -9.193653e-06      -9.809873
       180       999.8042      0.5687856      0.7125646              0              0              0          -9.81
       181       999.9096      0.5662508      0.7231016              0              0     0.00102822      -9.812253
       182       1000.668       0.561904       0.731607              0              0    0.009996914      -9.804485
       183       999.8104      0.5566803      0.7408801              0              0  -0.0001035497      -9.809969
       184       999.8377      0.5500932      0.7481352              0              0  -0.0003684511      -9.810207
       185       999.8042      0.5429822      0.7555048              0              0              0          -9.81
       186       1000.645      0.5347092      0.7613935              0              0   -0.008402739      -9.829106
       187       999.8445      0.5254062      0.7653811              0              0  -0.0005001771      -9.809324
       188       999.9382      0.5147201      0.7682253              0              0   -0.001281564      -9.809788
       189       999.8042      0.5049597      0.7703133              0              0              0          -9.81
       190        1000.05      0.4946403      0.7694633              0              0  -6.162155e-05      -9.808442
       191       999.9065      0.4846299      0.7678253              0              0  -4.583532e-05      -9.811063
       192       999.8042      0.4751438      0.7649311              0              0              0          -9.81
       193       1000.002      0.4661408      0.7613935              0              0    0.001398774      -9.810023
       194       999.9083      0.4571678      0.7559048              0              0    0.001081718      -9.812275
       195       999.8042      0.4496568      0.7488852              0              0   4.328374e-06      -9.809996
       196       999.8042      0.4428697      0.7411801              0              0              0          -9.81
       197       999.8588       0.437896       0.731857              0              0   0.0006005575      -9.810341
       198       1000.781      0.4332492      0.7230016              0              0     0.02649257      -9.814881
       199       999.8143      0.4316644      0.7123146              0              0   -5.40006e-05      -9.810335
       200       999.8042      0.4304967      0.7026565              0              0              0          -9.81
       201       999.8042      0.4306199       0.692594              0              0  -7.439012e-07      -9.809987
       202       999.8042      0.4321761      0.6822447              0              0              0          -9.81
       203       999.8042      0.4351758      0.6725727              0              0              0          -9.81
       204       999.9211      0.4405985      0.6634342              0              0   8.947968e-05      -9.809871
       205        1000.29      0.4459947      0.6548229              0              0    0.003089703      -9.807646
       206       999.8042      0.4532377      0.6480159              0              0              0          -9.81
       207       999.8284      0.4608763      0.6411702              0              0   -0.000394454      -9.810294
       208       999.8042       0.470488      0.6370186              0              0              0          -9.81
       209       999.8899      0.4801831       0.632468              0              0    0.001113288      -9.810228
       210        999.805      0.4900579       0.630596              0              0  -3.431291e-05      -9.809969
       211       1000.721         0.5002         0.6405              0              0   0.0001814559      -9.824175
       212       999.8281        0.50984       0.640663              0              0   0.0007828774      -9.810101
       213       999.8152      0.5197884      0.6430274              0              0  -0.0003268507      -9.810073
       214       999.9471      0.5289117      0.6473192              0              0   -0.001147328        -9.8105
       215       1000.024      0.5374432      0.6528179              0              0  -0.0001716283      -9.810109
       216       1000.168      0.5453403      0.6608095              0              0   -0.001734503      -9.812332
       217       1000.126      0.5512417      0.6680916              0              0  -0.0008304549      -9.809364
       218       999.8073      0.5555733      0.6778286              0              0  -0.0001366327      -9.809924
       219        999.871      0.5586533      0.6869592              0              0  -0.0003087033      -9.810967
       220       999.8514      0.5594959      0.6978035              0              0   1.584415e-06       -9.80914
       221       999.8042       0.559214      0.7076211              0              0              0          -9.81
       222       999.8689        0.55732      0.7171694              0              0   0.0002260159      -9.810984
       223       999.9707      0.5535756      0.7265622              0              0   0.0003817336      -9.810575
       224       1000.077      0.5487398       0.735478              0              0   0.0004099339      -9.809473
       225       999.9491      0.5410663      0.7434674              0              0   -0.001006197      -9.809159
       226       999.8042      0.5336485      0.7500106              0              0              0          -9.81
       227       999.8042      0.5247141      0.7549237              0              0              0          -9.81
       228        1000.01      0.5146687       0.758264              0              0    0.001176336      -9.810187
       229       1000.166      0.5054884      0.7594338              0              0  -0.0009192514      -9.808594
       230       1000.158      0.4952116      0.7593838              0              0   -0.000257476      -9.807707
       231       999.8423      0.4845313       0.758014              0              0  -0.0002379464      -9.810086
       232       1000.041      0.4757359      0.7548737              0              0   0.0008184883      -9.809714
       233       999.8042      0.4664515      0.7494106              0              0              0          -9.81
       234       999.8044      0.4583337      0.7437674              0              0  -2.554946e-05      -9.809986
       235       999.8071      0.4516102       0.735478              0              0   -6.18193e-05      -9.810101
       236       999.8903      0.4466744      0.7269622              0              0   -0.001413809      -9.809172
       237       999.8501        0.44288      0.7171694              0              0   0.0001932511      -9.810772
       238       999.8171       0.440586      0.7073211              0              0  -2.134092e-05      -9.810396
       239       999.8042      0.4397041      0.6974035              0              0              0          -9.81
       240       999.8146      0.4413467      0.6870592              0              0  -0.0002205239      -9.809302
       241       1000.996      0.4448267      0.6780786              0              0     -0.0178509      -9.820352
       242       1000.047      0.4493083      0.6684916              0              0   -0.002503008      -9.811598
       243       999.8756      0.4551597      0.6608595              0              0   0.0006260599      -9.809599
       244       999.8139      0.4618568      0.6532679              0              0  -0.0001875022      -9.809807
       245       1000.131      0.4703383      0.6479692              0              0  -0.0004248332      -9.809717
       246       999.8042      0.4799616      0.6430774              0              0              0          -9.81
       247       999.8221        0.48966       0.640613              0              0    7.28688e-06      -9.810486
       248       1000.042        0.50035        0.65025              0              0   0.0002461968      -9.810402
       249       999.9098      0.5100649      0.6506235              0              0   8.658852e-06      -9.811125
       250       999.8233      0.5198678      0.6543021              0              0   0.0004432654      -9.809762
       251       999.8065      0.5284634      0.6587618              0              0  -0.0001093011      -9.810059
       252       1000.653      0.5357896      0.6651517              0              0    0.006151957       -9.80473
       253       999.8332      0.5423322      0.6737018              0              0  -0.0005051373      -9.809713
       254       999.8045      0.5466876      0.6826847              0              0   8.314727e-06      -9.810005
       255       999.8049      0.5489234      0.6926286              0              0   9.076498e-07      -9.809991
       256       1000.135      0.5500858      0.7030325              0              0  -9.836547e-05      -9.809444
       257       999.8042      0.5484539      0.7125826              0              0              0          -9.81
       258       1000.073      0.5447402      0.7216197              0              0   0.0003383482      -9.810244
       259       999.8085      0.5394388      0.7304053              0              0   0.0007495922      -9.809573
       260       999.8042      0.5326186      0.7378379              0              0              0          -9.81
       261       1000.308      0.5238651      0.7441173              0              0    0.001289231       -9.81052
       262       999.8042      0.5149182       0.747507              0              0              0          -9.81
       263       1000.021      0.5046584      0.7494935              0              0    0.000592925      -9.809062
       264       1000.085      0.4953916      0.7497435              0              0  -0.0008889707          -9.81
       265       999.8071      0.4847818       0.747807              0              0  -0.0001344236      -9.810061
       266       999.8098      0.4753349      0.7439173              0              0  -0.0001846407       -9.81014
       267       999.8043      0.4678314      0.7376379              0              0   1.900943e-05      -9.809985
       268       1000.078      0.4607612      0.7302553              0              0  -0.0005589695      -9.809677
       269       1000.548      0.4553598      0.7215197              0              0   -0.003673879      -9.805933
       270       999.8318      0.4516961      0.7127826              0              0  -0.0002289996       -9.81062
       271       999.8554      0.4501642      0.7022325              0              0   1.302963e-05       -9.81031
       272       1000.027      0.4507266      0.6920286              0              0   7.485243e-05      -9.810295
       273       999.9302      0.4532624      0.6830347              0              0   0.0003943514      -9.809604
       274       1000.356      0.4572678      0.6740018              0              0    0.001642605      -9.813397
       275       999.8803      0.4634104      0.6657017              0              0   0.0004865773      -9.810654
       276       999.8042      0.4711366      0.6586118              0              0              0          -9.81
       277       999.8042      0.4802822      0.6542021              0              0              0          -9.81
       278       999.8042      0.4898351      0.6510735              0              0              0          -9.81
       279       1000.052        0.50035         0.6598              0              0   1.157747e-05      -9.809734
       280       999.9475      0.5103976      0.6608067              0              0   0.0007185295      -9.810134
       281       999.8042      0.5195701      0.6644977              0              0              0          -9.81
       282       999.8424      0.5276319      0.6708913              0              0   0.0004246969      -9.809469
       283       999.8437      0.5335231      0.6785169              0              0  -0.0004550315      -9.810505
       284       1000.297      0.5382423      0.6880393              0              0  -0.0004601886       -9.81259
       285       999.9196      0.5397711      0.6972384              0              0   0.0001744899      -9.809031
       286       1000.132      0.5394415      0.7079453              0              0   0.0002870111      -9.810803
       287       999.9606      0.5360931      0.7166812              0              0  -0.0001699614      -9.809512
       288       1001.904      0.5313205       0.724997              0              0    -0.03219991      -9.757984
       289       999.9909      0.5230114      0.7320107              0              0    0.002912028      -9.812763
       290       1000.989       0.515125      0.7367411              0              0    -0.01808116      -9.798775
       291       1000.352      0.5053633      0.7392346              0              0    -0.01713162       -9.80626
       292       1000.093      0.4946867      0.7393846              0              0  -0.0001971585      -9.810046
       293       999.8833       0.485525      0.7371911              0              0   0.0001183959       -9.81006
       294       999.8824      0.4767386      0.7324107              0              0   0.0007167297      -9.809599
       295       1000.002      0.4695295       0.725597              0              0    0.000545049       -9.80947
       296       999.8042      0.4638069      0.7170312              0              0              0          -9.81
       297       999.9306      0.4608585      0.7072453              0              0   0.0005520566      -9.810688
       298       999.9022      0.4596289      0.6977884              0              0   7.541513e-05      -9.809322
       299       999.8123      0.4620577      0.6877893              0              0  -4.379137e-05      -9.809785
       300       1000.229      0.4663769      0.6790169              0              0   -0.000675782      -9.810901
       301       1000.984      0.4730681      0.6704913              0              0    -0.01708811      -9.797636
       302       999.9706      0.4809799      0.6647477              0              0  -0.0002048379      -9.809921
       303       1000.067      0.4897524      0.6614567              0              0    0.000278873      -9.810108
       304        1000.27         0.4997         0.6696              0              0  -0.0001177085      -9.806233
       305       999.8457      0.5106606      0.6723092              0              0   0.0007038994      -9.809616
       306       999.8042      0.5189336      0.6771187              0              0              0          -9.81
       307       999.9753      0.5255308         0.6848              0              0   -0.001112282      -9.809304
       308       999.8042      0.5297442      0.6949906              0              0              0          -9.81
       309       999.9158      0.5298442      0.7050594              0              0  -0.0002053176      -9.810053
       310       999.9373      0.5256808          0.715              0              0     0.00024114      -9.809856
       311       999.8073      0.5197336      0.7231813              0              0   3.125831e-05      -9.809924
       312       999.8062      0.5097606      0.7281408              0              0  -0.0001172293      -9.809978
       313       999.8042        0.50035         0.7305              0              0              0          -9.81
       314       999.8042      0.4894394      0.7280908              0              0              0          -9.81
       315       999.8042      0.4808164      0.7232313              0              0              0          -9.81
       316       999.8042      0.4737192         0.7149              0              0              0          -9.81
       317       999.8421      0.4708058      0.7057094              0              0   0.0002489238       -9.80928
       318        999.809      0.4705558      0.6942906              0              0   4.922303e-05      -9.810132
       319       999.9301      0.4741692        0.68525              0              0    0.001121717      -9.809374
       320        999.832      0.4803664      0.6769187              0              0    0.001120691      -9.809121
       321       999.8042      0.4899394      0.6715092              0              0              0          -9.81
       322       999.9205         0.5004        0.68025              0              0   0.0002248152      -9.810806
       323       999.8042           0.51      0.6827795              0              0              0          -9.81
       324       999.8042      0.5172205         0.6898              0              0    1.72438e-06      -9.810001
       325       999.8042        0.52045            0.7              0              0              0          -9.81
       326       1000.119      0.5175205        0.71035              0              0  -0.0004407959      -9.810242
       327       999.8058         0.5096      0.7174205              0              0  -1.885304e-05      -9.809995
       328       1000.121        0.49975        0.72035              0              0   1.756845e-05      -9.809322
       329       999.8051        0.49005      0.7171705              0              0  -7.186526e-05       -9.80984
       330       999.8284      0.4824295        0.70955              0              0  -0.0001444821      -9.810568
       331       999.8042         0.4805        0.69985              0              0              0          -9.81
       332       999.8042      0.4825295         0.6903              0              0              0          -9.81
       333       999.8256         0.4898      0.6831795              0              0   -0.000392702      -9.809624
       334       1000.275        0.50025         0.6904              0              0   0.0001050659      -9.814035
       335       999.8042      0.5097106      0.6972098              0              0              0          -9.81
       336       1000.127      0.5056279      0.7078402              0              0    0.001034941      -9.808558
       337       1001.197      0.4946221      0.7077402              0              0    -0.01786231      -9.784291
       338       999.8042      0.4899894      0.6969098              0              0              0          -9.81
       339       1000.068        0.50025         0.6998              0              0   0.0008460741      -9.809263
