      t = 0.019900
      m = 0.078524
         n            rho            x_0            x_1            v_0            v_1            a_0            a_1
       109       1000.982      0.4237492      0.6497797   0.0004084925      -0.194253     0.02072681      -9.785875
       110       1000.185      0.4293866      0.6419419   0.0001479083     -0.1948757    0.007551789      -9.817444
       111       999.8042      0.4362604       0.634668  -2.227182e-08     -0.1947285              0          -9.81
       112       1001.813      0.4443123      0.6278588   -0.002095258     -0.1933014     -0.1073667      -9.736889
       113       1001.744      0.4517898      0.6222352      0.0020286     -0.1962648      0.1040657       -9.88885
       114       999.8042      0.4607505      0.6171204   1.630434e-08     -0.1947285              0          -9.81
       115       999.8042      0.4700249      0.6129081  -4.129635e-09     -0.1947285              0          -9.81
       116       1000.319      0.4800223      0.6100646  -8.366523e-05     -0.1946803   -0.004227552      -9.807564
       117       1000.161      0.4895741      0.6087734   8.797512e-05     -0.1947391    0.004451946      -9.810533
       118       1002.543      0.5004012      0.6176954   8.413138e-05     -0.1876384     0.00405467      -9.450773
       119       999.8195      0.5105267      0.6187384   5.092581e-06      -0.194724    0.000275666      -9.809771
       120       999.8669      0.5202451      0.6205708  -5.771423e-06     -0.1947398  -0.0002935371      -9.810573
       121       1000.207      0.5296992      0.6237251  -7.242709e-05     -0.1947672   -0.003664344      -9.811957
       122       1000.207       0.538191      0.6282534   7.279546e-05     -0.1946897    0.003681931      -9.808037
       123       999.8042      0.5469228      0.6331862  -1.596685e-08     -0.1947285              0          -9.81
       124         999.83      0.5550637        0.64009  -5.111026e-06     -0.1947405  -0.0002440797      -9.810595
       125       1000.474      0.5615423      0.6475109    0.000121328     -0.1950042    0.006163235      -9.824032
       126       1001.386      0.5673537      0.6553811   0.0006816996      -0.195674     0.03462337      -9.858029
       127       1001.067      0.5724319       0.663602  -0.0003885315     -0.1941013    -0.01960994      -9.778221
       128       999.8072      0.5757845      0.6735862  -2.441175e-06     -0.1947298  -0.0001265041      -9.810064
       129       1000.448      0.5790305       0.682968  -0.0002359783     -0.1946398    -0.01195236      -9.805526
       130       999.9504      0.5795921      0.6926848  -3.962081e-06     -0.1946837  -0.0002102067      -9.807721
       131       999.8042      0.5800921      0.7033808   2.548403e-09     -0.1947285              0          -9.81
       132       1001.506      0.5784383      0.7134283   0.0004821679     -0.1965319     0.02469179      -9.902326
       133       1001.526      0.5760299      0.7224984  -0.0004165128     -0.1929665    -0.02133942      -9.719799
       134       1000.342      0.5728845      0.7319191  -0.0001593243     -0.1948047   -0.008056184      -9.813904
       135       1001.145      0.5677378      0.7411177  -0.0007788979     -0.1952868    -0.03966441      -9.838396
       136       1000.356       0.561939      0.7489519  -0.0002049207     -0.1946943    -0.01044179      -9.808278
       137       999.8785      0.5543637      0.7567252  -1.177727e-05     -0.1947193  -0.0006141102       -9.80952
       138       999.8815      0.5466729      0.7627788    1.12887e-05     -0.1947402   0.0005652738      -9.810588
       139       1000.134      0.5381408      0.7685121   5.359908e-05      -0.194727    0.002696774      -9.809917
       140       1000.461      0.5292012      0.7724396   0.0001133781      -0.194734    0.005730565       -9.81028
       141       1000.264      0.5200936      0.7754948  -0.0001516203     -0.1946764   -0.007670257       -9.80736
       142        1000.68      0.5095824      0.7771264     0.00055317     -0.1947607     0.02806213      -9.811633
       143       1000.919      0.5000958       0.777808  -0.0003986368     -0.1946848     -0.0202271      -9.807784
       144        1000.05      0.4904218      0.7774267  -0.0001566174     -0.1947327   -0.007946171      -9.810212
       145       999.8042      0.4801548      0.7751442   1.804984e-07     -0.1947284   2.739595e-06      -9.809999
       146       1000.857      0.4706068      0.7721925   0.0006371349     -0.1944641     0.03242243      -9.796543
       147       1000.857       0.461853      0.7685593  -0.0006377043     -0.1949932    -0.03242517      -9.823458
       148       1000.679      0.4525295      0.7624818    0.000222193     -0.1944594     0.01123196       -9.79639
       149       1000.489      0.4448335      0.7568231   -0.000259651     -0.1949188    -0.01315942      -9.819637
       150       999.8156      0.4383589      0.7493514  -6.794897e-06     -0.1947351   -0.000348357      -9.810338
       151       999.8268      0.4325537      0.7405736    -5.4741e-06     -0.1947369  -0.0002780436      -9.810429
       152       999.8268      0.4271639        0.73232   6.683365e-06     -0.1947207   0.0002780436      -9.809571
       153       1002.592      0.4242217      0.7224003    -0.01071475     -0.1931366     -0.5177398       -9.73309
       154       1000.067       0.420967      0.7125483   9.117188e-07     -0.1947049   4.309001e-05       -9.80884
       155       1000.088      0.4206079      0.7028806  -9.218923e-07     -0.1947536   -4.92998e-05      -9.811264
       156       999.8249      0.4200579      0.6930344   1.233973e-07     -0.1947264   6.209785e-06      -9.809896
       157       999.8042       0.421717      0.6830171   9.892811e-10     -0.1947285              0          -9.81
       158       999.9865      0.4241655      0.6730862   1.151307e-06     -0.1947314   5.697076e-05      -9.810143
       159       999.9874      0.4277138      0.6640453    -5.9524e-07     -0.1947252   -3.00637e-05      -9.809835
       160       999.8042      0.4326038      0.6547914  -5.963788e-08     -0.1947284              0          -9.81
       161       1000.519       0.438507      0.6467147  -0.0001820032     -0.1946298   -0.009206874      -9.805006
       162       1000.318      0.4450376      0.6396886   0.0001308909     -0.1948721    0.006626563       -9.81727
       163       999.8779      0.4525281      0.6331872   6.862375e-05     -0.1946227      0.0033938       -9.80443
       164       1001.003      0.4615008      0.6276065  -0.0008367359     -0.1944022    -0.04263923      -9.793374
       165       1001.003      0.4703089       0.624172   0.0008367654     -0.1950548     0.04263923      -9.826626
       166       1001.967      0.4804201      0.6208243   -0.003040845     -0.1944639     -0.1557261      -9.796641
       167       1002.266      0.4896075      0.6190741    0.002973815     -0.1960045      0.1520428      -9.875316
       168       999.8349      0.4999001      0.6285076   9.472959e-06     -0.1947176   0.0004751399      -9.809368
       169       999.8313      0.5105921      0.6286535   2.818249e-06     -0.1947314   0.0001410696      -9.810146
       170        1000.07      0.5200669      0.6313755   8.262678e-07     -0.1947343   4.163255e-05      -9.810293
       171       999.8676      0.5293619      0.6344762  -3.505849e-06     -0.1947298  -0.0001750036      -9.810065
       172       999.8042      0.5388237      0.6394777              0     -0.1947285              0          -9.81
       173       999.8042      0.5468623      0.6464235  -8.239565e-08     -0.1947286              0          -9.81
       174       1000.489      0.5543023      0.6537809   -0.000297197     -0.1946774    -0.01512462      -9.807366
       175       1001.136      0.5601931      0.6615509  -0.0007824404       -0.19388    -0.03988924      -9.766832
       176       999.8042      0.5646742      0.6706302              0     -0.1947285              0          -9.81
       177       1000.159      0.5680738      0.6807516  -7.890084e-06     -0.1947862  -0.0003993105      -9.812919
       178       1000.159      0.5693801      0.6903022   7.899348e-06     -0.1946708   0.0003993105      -9.807081
       179       999.8781      0.5695533      0.7008643  -1.226076e-06     -0.1947129  -6.186799e-05      -9.809214
       180       999.8781      0.5687856       0.710622   1.225616e-06     -0.1947441   6.186799e-05      -9.810786
       181        1000.47      0.5662516      0.7211566   7.827281e-05     -0.1949707    0.003933525      -9.822188
       182        1000.59       0.561903      0.7296675   -8.94222e-05     -0.1944444   -0.004553393      -9.795645
       183       1000.326      0.5566814      0.7389383   0.0001120127     -0.1946655    0.005664503      -9.806813
       184       999.8666      0.5500932      0.7461929  -5.575439e-06     -0.1947186  -0.0002789595      -9.809496
       185       999.8071      0.5429822      0.7535623   9.659582e-07     -0.1947264   4.883637e-05      -9.809893
       186       1000.033      0.5347092      0.7594508  -7.028985e-06     -0.1947512  -0.0003329209      -9.811096
       187          999.9      0.5254061      0.7634384  -8.488998e-06     -0.1947551  -0.0004241609      -9.811346
       188       999.8045      0.5147202      0.7662829   1.298513e-05     -0.1947255   0.0007273363      -9.809853
       189       999.8118      0.5049597      0.7683708   2.243872e-06     -0.1947358   0.0001217395      -9.810372
       190       999.8042      0.4946403      0.7675208  -3.081077e-09     -0.1947284              0          -9.81
       191       999.8648      0.4846301      0.7658839   3.722421e-05     -0.1946298    0.001983052      -9.804929
       192       1000.073       0.475144      0.7629888    2.04777e-05     -0.1947198    0.001032381      -9.809561
       193       1000.069      0.4661405       0.759451  -1.975166e-05     -0.1947363   -0.001001465      -9.810393
       194       1000.008      0.4571683      0.7539616   5.115492e-05     -0.1948017    0.002605263      -9.813697
       195       999.8042      0.4496568      0.7469428   2.164187e-10     -0.1947285              0          -9.81
       196       999.8042      0.4428697      0.7392377              0     -0.1947285              0          -9.81
       197       999.8049      0.4378962      0.7299145   3.385216e-05     -0.1947311    0.001240884      -9.810106
       198       1002.593      0.4333928      0.7210379     0.01068124     -0.1963176       0.516499      -9.886804
       199       999.9583      0.4316644      0.7103721  -1.047692e-06     -0.1947372  -5.276192e-05      -9.810436
       200       999.9583      0.4304967      0.7007142   1.044992e-06     -0.1947199   5.276192e-05      -9.809564
       201       999.8042      0.4306199      0.6906516  -3.719506e-11     -0.1947285              0          -9.81
       202       999.8042      0.4321761      0.6803022              0     -0.1947285              0          -9.81
       203        999.805      0.4351758      0.6706302   -5.32733e-07      -0.194729  -2.690706e-05      -9.810023
       204       999.8042      0.4405985      0.6614917   4.473984e-09     -0.1947285              0          -9.81
       205       1000.012      0.4459952      0.6528809   4.980301e-05     -0.1946812    0.002506846      -9.807603
       206       999.8059      0.4532377      0.6460735  -3.954617e-07     -0.1947276  -1.940231e-05      -9.809952
       207       999.8042      0.4608763      0.6392277   -1.97227e-08     -0.1947285              0          -9.81
       208       999.8042       0.470488      0.6350762              0     -0.1947285              0          -9.81
       209        999.996      0.4801823      0.6305287  -0.0001062318     -0.1944256   -0.005756471      -9.794379
       210       1000.325      0.4900592      0.6286613   0.0001640141     -0.1940319    0.008964604      -9.774296
       211        1000.27      0.5001992      0.6385566  -7.653243e-05     -0.1948263   -0.003868733       -9.81492
       212       1000.149      0.5098408      0.6387206   7.516581e-05     -0.1947308    0.003796569      -9.810119
       213       999.9843      0.5197884       0.641085  -1.774942e-07     -0.1947222  -8.111103e-06      -9.809681
       214       999.8042      0.5289117      0.6453767  -5.736638e-08     -0.1947285              0          -9.81
       215       999.8042      0.5374432      0.6508754  -8.581415e-09     -0.1947285              0          -9.81
       216       1001.341      0.5453301      0.6588545  -0.0009420999      -0.195891    -0.04817478      -9.869445
       217       1001.341       0.551252      0.6661618   0.0009419716     -0.1935661     0.04817478      -9.750555
       218       1000.165      0.5555731      0.6758856  -1.958078e-05     -0.1947865   -0.000989503      -9.812933
       219       1000.165      0.5586535      0.6850174   1.955851e-05     -0.1946705    0.000989503      -9.807067
       220       999.8484      0.5594959      0.6958612    -2.2853e-07     -0.1947211  -1.156136e-05      -9.809628
       221       999.9926       0.559214      0.7056786  -9.220403e-07     -0.1947299  -4.652509e-05      -9.810071
       222       999.9484        0.55732      0.7152269   1.186186e-06     -0.1947345   5.930319e-05      -9.810298
       223       999.9418      0.5535751      0.7246196  -4.924557e-05     -0.1947494   -0.002502394      -9.811046
       224       1000.263      0.5487387      0.7335348  -0.0001064404     -0.1948014   -0.005385543      -9.813691
       225       999.8143      0.5410663       0.741525  -4.837403e-06     -0.1947242  -0.0002416873      -9.809787
       226       999.8143      0.5336485      0.7480681   4.787093e-06     -0.1947327   0.0002416873      -9.810213
       227       999.8042      0.5247141      0.7529813              0     -0.1947285              0          -9.81
       228       1001.989      0.5147058      0.7563168    0.003248527     -0.1951464      0.1668295      -9.831464
       229       1001.989      0.5054513      0.7574962    -0.00324339     -0.1943105     -0.1665728      -9.788533
       230       1000.127      0.4952107      0.7574467  -0.0001289193      -0.194237   -0.007044673      -9.784734
       231       1001.587      0.4845512      0.7560778    0.001795915     -0.1941683      0.0918955      -9.781314
       232        1001.53      0.4757158      0.7529241   -0.001833768     -0.1953883    -0.09390947      -9.843803
       233       999.8157      0.4664515      0.7474681  -5.658045e-06     -0.1947324   -0.000285655      -9.810199
       234       999.8157      0.4583337       0.741825   5.656768e-06     -0.1947246    0.000285655      -9.809801
       235       999.8347      0.4516101      0.7335355   -5.91928e-06     -0.1947387  -0.0002986536      -9.810515
       236       999.8347      0.4466745      0.7250199   5.845498e-06     -0.1947183   0.0002986536      -9.809485
       237       999.8316      0.4428797       0.715227  -2.629293e-05       -0.19473   -0.001348704      -9.810097
       238       999.8048       0.440586      0.7053786   -9.66732e-08     -0.1947296  -4.827948e-06      -9.810054
       239       999.8048      0.4397041      0.6954611   9.560615e-08     -0.1947274   4.827948e-06      -9.809946
       240       1000.177      0.4413464      0.6851176  -3.389944e-05      -0.194655   -0.001724928       -9.80628
       241       1000.257      0.4448258      0.6761344  -7.581076e-05     -0.1949115   -0.003792857      -9.819385
       242       1000.457       0.449306      0.6665507  -0.0002222231     -0.1945782    -0.01126072      -9.802394
       243       1000.798      0.4551585      0.6589134  -0.0001100307     -0.1950794   -0.005581357      -9.827759
       244       999.8042      0.4618568      0.6513254  -9.375108e-09     -0.1947285              0          -9.81
       245       999.8042      0.4703383      0.6460267  -2.124166e-08     -0.1947285              0          -9.81
       246       999.8042      0.4799616      0.6411349              0     -0.1947285              0          -9.81
       247       999.8042        0.48966      0.6386706    3.64344e-10     -0.1947285              0          -9.81
       248       1000.741      0.5003492      0.6483049  -7.385453e-05     -0.1949792   -0.003735603       -9.82268
       249       999.9663      0.5100657      0.6486811   7.860848e-05     -0.1947323    0.003981934      -9.810206
       250       1000.044      0.5198675      0.6523595  -3.216018e-05     -0.1947453   -0.001625801      -9.810852
       251        1000.21      0.5284636      0.6568194   1.640615e-05     -0.1947251   0.0008284284      -9.809828
       252       999.9702      0.5357898      0.6632094   1.604912e-05      -0.194715   0.0007957964      -9.809332
       253       999.8042      0.5423322      0.6717594   4.682723e-08     -0.1947283   3.643373e-06      -9.809993
       254       999.8042      0.5466876      0.6807423  -2.153491e-07     -0.1947298  -8.339468e-06      -9.810041
       255       999.8042      0.5489234      0.6906862   4.538249e-11     -0.1947285              0          -9.81
       256       1000.034      0.5500859      0.7010898   3.717314e-06     -0.1947502   0.0001879984      -9.811096
       257       1000.127      0.5484538      0.7106404  -2.834062e-06      -0.194709  -0.0001426209      -9.809018
       258       999.8986      0.5447403      0.7196774    2.08884e-06     -0.1947175   9.897404e-05      -9.809426
       259       999.9177       0.539439      0.7284631   1.834898e-05     -0.1946966   0.0009105546      -9.808385
       260       999.8042      0.5326186      0.7358955              0     -0.1947285              0          -9.81
       261       1000.393      0.5238671      0.7421742   0.0001916068     -0.1948011    0.009700959      -9.813675
       262       1000.393      0.5149162      0.7455653  -0.0001915423     -0.1946559   -0.009700959      -9.806325
       263       1001.877      0.5046944      0.7475498     0.00317535     -0.1948495      0.1629485      -9.816334
       264         1002.2      0.4953564       0.747797   -0.003064844     -0.1951018     -0.1568984      -9.829082
       265       999.8042      0.4847818      0.7458645  -6.721178e-09     -0.1947285              0          -9.81
       266       999.8821      0.4753348      0.7419748   -1.20115e-05     -0.1947386  -0.0006058667      -9.810507
       267       999.8821      0.4678315      0.7356956   1.200322e-05     -0.1947185   0.0006058667      -9.809493
       268        999.807      0.4607612      0.7283129   2.491234e-06     -0.1947298   0.0001272142      -9.810066
       269       1001.348      0.4553589      0.7195875  -8.096233e-05     -0.1937816   -0.004086105      -9.761901
       270       1000.803      0.4516928      0.7108321  -0.0003188751     -0.1954873    -0.01628259      -9.848594
       271       999.8042      0.4501642        0.70029   6.514817e-10     -0.1947285              0          -9.81
       272       1001.502       0.450721      0.6901062  -0.0005093935      -0.192894    -0.02605057      -9.716112
       273       1001.603      0.4532689      0.6810738   0.0005931603     -0.1963903     0.03029813      -9.894991
       274       1000.069      0.4572686      0.6720593    8.17647e-05      -0.194741    0.004128645      -9.810627
       275       1000.389      0.4634132      0.6637608   0.0002755291     -0.1945792     0.01398037      -9.802445
       276       999.8042      0.4711366      0.6566694              0     -0.1947285              0          -9.81
       277       999.8042      0.4802822      0.6522597              0     -0.1947285              0          -9.81
       278       999.8042      0.4898351      0.6491311              0     -0.1947285              0          -9.81
       279       1000.505        0.50035       0.657861  -2.176688e-06      -0.194398  -0.0001165026      -9.793269
       280       999.8154      0.5103977      0.6588643   6.354564e-06      -0.194726   0.0003190067      -9.809872
       281       999.8154      0.5195701      0.6625553  -6.318637e-06      -0.194731  -0.0003190067      -9.810128
       282       1000.165      0.5276315      0.6689483   -3.72807e-05     -0.1947766   -0.001885538      -9.812431
       283       1000.165      0.5335235       0.676575   3.730838e-05     -0.1946802    0.001887113      -9.807557
       284       1001.609      0.5382384      0.6860739  -0.0003459008     -0.1968096    -0.01773539      -9.916711
       285       1001.609      0.5397749       0.695319   0.0003460302     -0.1926464     0.01774009      -9.703255
       286       1001.443      0.5394493      0.7059825   0.0007297007     -0.1966178     0.03730261      -9.906547
       287       1001.998      0.5360886       0.714753  -0.0003958468     -0.1934628    -0.02030635      -9.745271
       288       1000.472      0.5313169      0.7230604  -0.0003567538     -0.1941431    -0.01805238      -9.780261
       289       1003.288      0.5230724      0.7300602    0.005079475     -0.1953014      0.2585573      -9.838774
       290       1002.116      0.5150711      0.7348324   -0.004545052     -0.1918095     -0.2324853      -9.659584
       291       999.8042      0.5053633      0.7372922  -8.565808e-07     -0.1947283              0          -9.81
       292       1001.079      0.4946973      0.7374447    0.000993349       -0.19449     0.05065596      -9.797835
       293       1001.086      0.4855144      0.7352462  -0.0009884541     -0.1949531    -0.05040311      -9.821452
       294       999.8083      0.4767386      0.7304682  -2.911455e-06      -0.194731  -0.0001338719      -9.810124
       295       999.8111      0.4695295      0.7236546   1.436776e-07     -0.1947247   5.909886e-06      -9.809809
       296       1000.376      0.4638113      0.7150867   0.0004259449     -0.1949149      0.0217174      -9.819408
       297       1000.517      0.4608589       0.705306   3.992405e-05     -0.1944217    0.002022954       -9.79444
       298       1000.517      0.4596285      0.6958428  -3.989267e-05     -0.1950353   -0.002022954       -9.82556
